ST_CASE,MONTH,DAY,HOUR
470202,3,18,22
470203,3,19,1
470204,3,18,6
470206,3,13,14
470207,3,17,8
470208,3,6,18
470209,3,15,13
470210,3,22,14
470212,3,19,13
470213,3,24,14
470214,3,25,7
470215,3,21,99
470216,3,26,99
470217,3,26,20
470218,3,22,19
470219,3,19,99
470220,3,10,15
470221,3,24,22
470222,3,24,8
470223,3,21,13
470224,3,27,1
470225,3,27,20
470227,3,28,11
470228,3,29,18
470229,3,19,19
470230,3,31,20
470231,3,17,12
470232,3,31,8
470233,3,25,17
470234,3,30,16
470235,3,31,17
470236,3,30,15
470237,3,31,22
470238,4,2,17
470239,3,16,99
470240,4,1,7
470241,4,2,1
470242,4,3,1
470243,3,27,6
470244,3,30,17
470245,4,5,1
470246,4,4,3
470247,3,14,11
470248,3,17,15
470249,4,4,21
470250,4,1,0
470251,4,6,6
470252,4,6,20
470253,4,7,10
470254,3,27,11
470255,4,6,11
470256,4,3,15
470257,3,9,99
470258,3,28,11
470259,3,23,6
470260,4,7,20
470261,4,7,12
470262,4,5,17
470263,3,16,18
470264,4,9,17
470265,4,7,14
470266,4,8,21
470267,4,9,99
470268,4,11,7
470269,4,11,11
470270,4,9,6
470271,4,10,23
470272,4,12,15
470273,4,11,7
470274,4,12,23
470275,4,14,14
470276,4,12,20
470277,4,5,7
470279,4,15,12
470280,4,13,23
470281,4,14,10
470282,4,1,13
470283,4,14,18
470284,4,10,14
470285,4,8,16
470286,4,15,1
470287,3,31,22
470288,4,1,20
470289,4,6,20
470290,4,12,99
470291,4,18,21
470292,4,8,0
470293,4,16,9
470294,4,18,0
470295,4,19,8
470297,4,10,1
470298,4,19,11
470300,4,20,21
470301,4,19,21
470302,2,1,99
470303,4,14,12
470304,4,10,18
470305,4,18,13
470306,4,20,0
470307,4,20,12
470308,4,19,10
470309,4,20,14
470310,4,5,14
470311,4,23,20
470312,2,24,12
470313,4,24,1
470314,4,18,12
470315,4,22,15
470316,4,22,20
470317,4,12,14
470318,4,1,18
470319,4,23,9
470320,4,21,22
470321,4,20,5
470322,4,20,9
470323,4,26,18
470324,4,24,21
470325,4,27,99
470326,4,25,10
470327,4,9,14
470328,4,10,8
470330,4,29,12
470331,4,29,6
470332,4,22,20
470333,4,28,8
470334,4,23,21
470335,4,30,12
470336,4,25,23
470337,4,30,17
470338,4,28,17
470339,4,24,14
470340,4,30,4
470341,5,1,21
470342,4,16,13
470343,4,30,18
470344,4,21,8
470345,5,2,22
470346,5,2,20
470347,4,28,18
470348,4,23,8
470349,4,30,19
470350,4,25,16
470351,5,3,17
470353,5,4,11
470354,4,19,22
470355,5,1,14
470356,4,21,11
470357,5,4,11
470358,5,5,6
470359,5,3,4
470360,4,26,20
470361,5,5,20
470363,5,9,1
470364,5,7,15
470366,1,12,12
470367,5,6,21
470368,5,9,16
470370,5,10,15
470371,5,11,2
470372,5,1,18
470373,5,11,20
470374,3,26,15
470375,5,12,13
470376,5,12,5
470377,5,13,5
470378,5,12,13
470379,5,9,16
470380,5,11,21
470381,5,12,17
470382,5,13,15
470383,5,13,21
470384,5,12,23
470385,5,12,8
470386,5,14,20
470387,5,6,14
470388,4,26,18
470389,5,14,22
470391,5,13,9
470392,5,15,18
470393,5,8,2
470394,5,12,18
470396,5,12,11
470397,5,9,8
470398,5,14,12
470399,5,15,3
470400,5,18,15
470401,5,15,16
470402,5,16,13
470403,5,16,16
470405,5,17,21
470407,5,15,0
470408,5,13,10
470409,5,19,7
470410,5,19,11
470411,5,14,21
470412,5,19,15
470414,5,20,12
470415,5,21,99
470416,5,21,14
470417,5,13,20
470418,5,4,22
470419,5,15,8
470420,5,16,15
470421,5,19,99
470422,5,20,18
470423,5,15,20
470424,5,21,8
470425,5,21,23
470426,5,13,23
470427,5,18,20
470428,5,22,2
470429,5,23,15
470430,5,23,1
470431,5,23,12
470432,5,21,13
470433,5,24,20
470434,5,21,3
470436,5,22,18
470437,5,20,1
470438,5,27,18
470439,5,27,13
470440,5,27,7
470441,5,24,18
470442,5,24,20
470444,5,27,19
470445,5,27,1
470446,5,21,19
470447,5,29,1
470448,5,30,7
470449,5,30,18
470450,5,26,8
470451,4,29,16
470452,5,29,12
470453,6,2,5
470454,5,7,20
470455,6,3,99
470456,6,3,16
470458,6,4,1
470459,5,11,15
470460,5,8,1
470461,5,21,22
470462,5,27,16
470463,6,3,18
470464,6,3,16
470465,6,5,2
470466,6,2,21
470467,6,4,15
470468,6,5,6
470469,6,8,20
470470,6,7,11
470471,6,8,18
470472,5,11,23
470473,5,13,11
470474,5,31,19
470475,6,3,99
470476,6,5,21
470477,6,6,9
470478,6,6,12
470479,6,7,16
470480,6,5,2
470481,5,29,17
470482,6,4,1
470483,6,3,5
470484,6,6,15
470486,6,4,8
470487,6,10,16
470488,6,11,20
470489,6,7,16
470490,6,12,3
470491,5,23,21
470492,5,31,13
470493,6,11,22
470494,6,12,99
470495,6,14,14
470496,6,13,99
470497,6,12,21
470498,6,12,20
470499,6,12,19
470500,4,21,14
470501,6,13,15
470502,6,3,21
470503,6,14,13
470504,6,16,6
470505,6,17,12
470507,6,17,8
470508,6,18,16
470509,6,14,17
470511,6,15,15
470512,6,10,22
470513,6,16,6
470514,6,15,9
470515,6,16,99
470516,6,17,11
470518,6,19,1
470519,6,17,19
470520,6,18,17
470521,6,17,1
470522,6,17,11
470523,6,16,18
470524,6,20,19
470525,5,19,10
470526,6,16,21
470527,6,19,12
470528,5,29,16
470529,6,24,7
470530,6,23,23
470531,6,23,23
470532,5,21,11
470533,6,20,15
470534,6,19,17
470535,6,25,21
470536,6,26,0
470537,6,25,12
470538,6,26,9
470539,6,23,22
470540,6,24,17
470541,6,23,5
470542,5,29,20
470543,6,19,7
470544,6,22,12
470545,6,22,9
470546,6,21,8
470547,6,27,7
470548,6,27,18
470549,6,27,17
470550,6,27,20
470551,6,26,20
470552,6,9,17
470553,7,1,4
470554,6,27,6
470555,7,2,0
470556,7,1,14
470557,7,2,99
470558,6,30,15
470559,6,30,6
470560,6,30,22
470561,6,25,99
470562,7,1,10
470563,6,24,23
470564,7,2,20
470565,7,3,2
470566,7,4,0
470567,7,3,11
470568,7,3,22
470569,6,25,8
470570,6,28,23
470571,7,4,23
470573,7,4,21
470574,6,29,9
470575,7,4,14
470576,7,2,18
470577,3,5,13
470578,7,2,16
470579,7,5,20
470580,7,6,21
470581,4,29,2
470582,6,28,11
470583,7,5,19
470584,7,4,13
470585,7,6,15
470588,7,2,2
470589,7,3,6
470590,7,9,21
470591,6,18,6
470592,6,27,13
470593,7,9,23
470594,7,10,22
470595,6,1,5
470596,6,28,21
470597,7,7,17
470598,7,7,8
470599,7,10,23
470600,6,24,21
470601,7,10,4
470602,7,9,4
470603,7,13,7
470604,7,13,14
470605,7,8,19
470606,7,13,22
470607,7,14,2
470608,7,11,19
470609,7,7,12
470610,7,5,4
470611,7,13,5
470612,7,12,18
470613,7,16,22
470614,7,16,3
470615,7,14,20
470616,7,16,13
470617,7,15,6
470618,7,15,21
470619,7,4,14
470620,7,5,0
470621,7,14,6
470622,7,14,7
470623,7,18,15
470624,7,10,15
470625,7,17,1
470626,7,18,12
470627,7,18,16
470628,7,20,12
470629,7,20,20
470630,7,20,18
470631,7,21,21
470632,7,16,21
470633,7,16,13
470634,7,20,0
470635,7,22,4
470636,7,17,99
470637,7,23,16
470638,7,23,5
470639,7,23,21
470640,7,17,0
470641,7,18,20
470642,7,21,1
470643,7,23,10
470645,7,5,8
470646,7,23,15
470647,6,1,14
470648,7,14,12
470649,7,23,18
470650,7,23,2
470651,7,23,0
470652,7,23,16
470653,7,23,22
470654,7,26,21
470655,7,26,14
470656,7,27,22
470657,7,4,18
470658,7,22,20
470659,7,16,21
470660,7,23,1
470661,7,29,16
470662,7,30,2
470663,6,11,10
470664,7,23,10
470665,7,28,15
470666,7,27,2
470667,7,30,18
470668,7,30,1
470669,7,31,1
470670,7,31,2
470671,7,26,22
470672,7,24,1
470673,7,27,15
470674,7,23,99
470675,8,1,6
470676,7,30,23
470678,8,1,14
470679,7,22,21
470680,7,29,13
470681,8,1,14
470683,8,3,8
470684,8,3,20
470685,7,21,22
470686,5,17,17
470687,6,26,16
470688,7,25,21
470689,7,29,15
470690,8,2,15
470691,8,5,13
470692,8,4,18
470693,7,30,22
470694,8,5,23
470695,8,5,12
470696,8,4,18
470697,8,6,4
470698,7,2,19
470699,8,5,13
470700,8,6,12
470701,8,4,14
470704,8,6,17
470705,8,8,3
470706,6,29,9
470707,8,6,16
470708,8,6,22
470709,8,3,21
470710,8,7,21
470711,8,5,10
470712,8,8,14
470713,8,8,12
470714,8,5,19
470715,7,28,16
470716,8,13,0
470717,8,13,8
470718,8,13,14
470719,8,13,16
470720,8,12,11
470721,8,14,11
470722,8,12,21
470723,8,13,18
470724,8,11,17
470726,8,14,3
470727,8,15,15
470728,8,14,11
470729,3,30,22
470730,8,17,12
470731,8,17,99
470732,8,14,15
470733,8,14,19
470734,8,5,10
470735,8,17,22
470736,8,18,10
470737,8,20,7
470739,8,20,22
470740,8,11,22
470741,8,19,9
470742,8,15,7
470743,8,20,10
470744,8,19,6
470745,8,21,0
470746,8,8,21
470747,8,22,12
470748,8,21,18
470749,8,21,21
470750,8,23,13
470751,8,17,5
470752,8,24,22
470753,8,24,99
470754,8,22,13
470755,8,25,11
470756,8,24,15
470757,6,13,5
470758,8,7,21
470759,8,25,20
470760,8,20,23
470761,7,30,21
470762,8,24,13
470763,8,27,21
470764,8,3,20
470765,8,16,12
470766,8,18,9
470767,8,13,18
470768,8,22,20
470769,8,28,11
470770,8,11,6
470771,8,10,20
470772,8,22,12
470773,8,22,21
470774,8,25,17
470775,8,24,11
470776,9,1,16
470777,8,26,2
470778,9,1,13
470780,9,4,1
470781,9,2,19
470782,9,2,20
470783,9,3,2
470784,8,14,5
470785,8,22,15
470786,8,21,21
470787,8,24,20
470788,8,26,21
470789,8,22,22
470791,8,25,14
470792,8,29,13
470793,8,30,17
470794,8,30,12
470795,9,1,15
470796,8,30,13
470797,8,26,15
470798,9,2,11
470799,9,5,4
470800,8,29,14
470801,8,31,0
470802,9,4,5
470803,9,5,21
470804,9,2,17
470805,8,21,22
470806,8,25,17
470807,9,7,2
470808,8,8,1
470809,8,28,7
470810,9,5,15
470811,9,3,16
470812,8,31,21
470813,9,9,19
470814,9,10,1
470815,8,16,22
470816,9,5,5
470817,9,10,0
470818,9,7,23
470819,9,11,12
470820,9,11,19
470821,9,11,21
470822,8,10,11
470823,9,12,17
470824,9,8,11
470825,8,29,7
470826,9,6,13
470827,9,10,99
470828,9,9,20
470829,9,13,0
470830,9,10,99
470831,9,10,20
470832,9,11,20
470833,9,14,18
470834,9,12,7
470835,9,12,19
470836,9,13,13
470837,9,13,23
470838,9,14,12
470839,9,17,0
470840,9,14,21
470841,9,13,15
470842,9,16,20
470843,9,17,17
470844,9,17,22
470845,9,18,1
470846,9,18,21
470847,9,17,9
470848,9,14,16
470849,9,16,15
470850,9,16,20
470851,9,18,16
470852,9,19,15
470853,9,19,19
470854,9,19,14
470855,9,14,9
470856,9,17,10
470857,9,17,12
470858,9,18,0
470859,9,18,16
470860,9,18,14
470861,9,20,19
470862,9,13,5
470863,9,20,20
470864,9,21,19
470865,8,30,99
470866,9,14,21
470867,9,18,4
470868,9,21,6
470869,9,22,14
470870,7,28,19
470871,8,26,21
470872,9,17,1
470873,9,21,20
470874,9,3,22
470875,9,22,4
470876,9,22,23
470877,9,24,16
470878,9,24,23
470879,9,25,3
470880,9,16,3
470881,9,25,18
470882,9,19,17
470883,9,20,9
470884,9,10,12
470885,9,25,0
470886,9,26,13
470887,9,20,23
470888,9,24,99
470889,9,26,18
470890,9,26,20
470891,9,26,16
470892,9,24,0
470893,9,17,12
470894,9,29,15
470895,9,24,13
470896,9,25,10
470897,9,26,22
470898,9,22,15
470899,9,29,3
470900,7,5,11
470901,9,29,6
470903,9,29,16
470904,9,9,22
470905,9,16,21
470906,9,23,3
470907,9,25,15
470908,9,25,16
470909,9,26,23
470910,9,29,16
470911,9,30,5
470912,9,30,9
470913,9,30,9
470914,9,30,12
470915,10,1,13
470916,10,1,18
470917,10,2,0
470918,9,29,11
470919,9,28,9
470920,9,30,10
470921,10,1,18
470922,9,5,16
470923,9,26,16
470924,9,28,3
470925,10,1,21
470926,10,3,21
470927,10,2,0
470928,9,29,22
470929,10,5,15
470930,10,2,12
470931,10,7,0
470932,9,30,23
470933,10,5,14
470934,10,6,15
470935,10,7,16
470936,10,8,15
470937,9,26,23
470938,10,5,18
470939,10,6,19
470940,10,8,99
470941,10,8,17
470942,10,8,19
470943,10,7,15
470944,10,8,1
470945,10,8,22
470946,10,10,14
470947,10,6,20
470948,10,11,15
470949,7,5,21
470950,8,19,23
470951,8,26,13
470952,10,5,13
470953,10,7,21
470954,9,12,17
470955,10,11,6
470956,10,12,16
470957,10,5,1
470958,10,13,21
470959,10,3,15
470960,10,12,23
470961,6,15,13
470962,6,17,23
470963,8,31,19
470965,9,30,18
470966,10,13,17
470967,10,14,17
470968,10,14,17
470969,10,12,14
470970,10,9,23
470971,10,15,18
470972,10,6,4
470973,10,8,18
470974,10,8,18
470975,10,13,21
470976,10,15,23
470977,10,8,19
470978,10,12,16
470979,9,9,11
470980,8,23,16
470981,10,12,1
470982,10,14,2
470983,10,16,23
470984,10,9,20
470985,10,14,7
470986,8,21,19
470987,10,6,12
470988,10,7,8
470989,10,3,8
470990,10,19,21
470991,10,17,13
470992,10,8,9
470993,5,2,12
470994,10,13,5
470995,10,13,13
470996,10,14,9
470997,10,16,13
470998,10,13,13
470999,10,7,13
471000,10,12,16
471001,10,21,15
471002,7,11,22
471003,8,2,21
471004,10,22,14
471005,10,17,11
471006,9,8,21
471007,10,22,12
471008,8,31,16
471009,10,19,12
471010,10,20,21
471011,10,21,12
471012,10,24,2
471013,9,27,21
471014,4,25,6
471015,10,26,19
471017,10,30,12
471018,10,24,19
471019,10,27,21
471020,10,30,1
471021,10,30,15
471023,10,13,21
471024,10,13,23
471025,10,26,20
471026,10,25,15
471027,10,25,19
471028,11,1,19
471029,11,1,0
471030,10,31,8
471031,11,2,6
471032,11,3,3
471033,11,3,10
471034,10,29,12
471035,11,2,19
471036,11,3,19
471037,11,3,20
471038,10,29,5
471039,11,2,19
471040,11,3,18
471041,11,3,23
471042,11,2,6
471043,11,6,10
471044,11,7,4
471045,10,31,18
471046,10,23,15
471047,10,28,17
471048,11,5,10
471049,11,6,99
471050,11,7,10
471051,6,11,14
471052,10,21,3
471053,10,30,12
471057,11,9,99
471058,10,23,5
471059,10,30,11
471060,11,3,14
471061,11,5,11
471062,11,6,20
471063,11,7,17
471065,11,9,17
471066,11,11,13
471067,10,16,12
471068,11,7,13
471069,11,11,99
471070,11,11,99
471071,11,12,11
471072,11,13,5
471073,11,13,5
471074,11,13,6
471075,11,1,99
471076,11,14,17
471077,11,8,17
471078,10,19,99
471079,11,15,5
471080,9,27,14
471082,11,12,3
471083,11,15,18
471085,11,14,23
471087,11,16,20
471088,11,11,21
471089,7,15,18
471090,9,17,10
471091,10,15,0
471092,11,17,0
471093,11,10,18
471094,11,15,23
471095,11,18,17
471096,11,19,16
471097,10,26,10
471098,11,10,16
471099,11,13,18
471100,11,19,17
471101,11,20,18
471102,11,20,19
471103,11,18,1
471104,11,21,1
471106,11,22,15
471107,11,3,15
471108,11,19,20
471109,11,22,5
471110,11,22,17
471112,11,24,16
471113,11,24,21
471114,11,19,0
471116,11,26,15
471117,11,26,20
471118,11,26,8
471119,11,19,1
471120,11,21,23
471121,11,24,7
471122,10,23,13
471123,11,8,22
471124,11,25,18
471125,11,26,22
471126,11,23,5
471127,11,23,12
471129,11,29,22
471130,11,14,13
471131,11,23,17
471132,11,28,19
471133,11,30,9
471134,10,30,22
471135,11,23,20
471136,11,10,4
471137,10,7,12
471138,12,2,0
471139,12,2,17
471140,12,1,3
471141,10,23,15
471142,10,26,21
471143,11,20,3
471144,12,3,7
471145,12,3,17
471146,9,23,17
471147,11,24,19
471148,11,30,13
471149,11,30,20
471150,11,25,20
471151,12,5,7
471152,11,27,8
471153,12,5,14
471154,12,5,22
471155,12,6,99
471156,12,6,6
471158,12,1,23
471159,12,6,18
471161,12,5,15
471162,10,30,15
471163,12,6,17
471164,12,8,12
471165,11,14,13
471166,11,19,8
471167,11,22,8
471168,12,8,16
471169,12,6,99
471170,12,8,21
471171,12,10,17
471172,12,11,0
471173,12,12,0
471174,12,6,17
471175,12,11,18
471176,12,13,21
471178,12,14,6
471180,12,15,7
471181,12,2,21
471182,12,11,20
471183,12,12,13
471184,12,12,15
471185,12,15,14
471186,10,21,5
471187,12,4,17
471188,12,12,9
471189,12,16,23
471190,12,18,19
471191,12,17,3
471192,12,18,0
471193,12,5,12
471194,11,27,15
471195,12,12,15
471196,12,11,16
471197,12,16,14
471198,12,16,16
471199,12,16,23
471200,12,19,1
471202,12,19,6
471203,12,19,14
471204,12,18,4
471205,12,21,16
471206,12,4,0
471207,12,21,2
471208,12,22,9
471209,12,22,19
471210,12,23,18
471211,12,24,14
471212,12,12,2
471213,12,23,16
471214,12,25,23
471215,12,26,17
471216,12,27,3
471217,12,26,11
471218,12,7,6
471219,12,27,23
471220,12,27,16
471221,12,27,18
471222,12,21,6
471223,12,26,22
471224,12,27,18
471225,12,23,11
471226,12,28,7
471227,12,29,2
471228,12,7,20
471229,12,22,7
471230,12,25,16
471231,12,27,18
471232,12,31,6
471233,12,31,17
471234,12,31,99
471235,12,28,19
471236,12,24,4
471237,12,31,22
471238,12,13,17
471239,12,29,23
471240,12,30,10
471241,12,22,23
471242,12,31,19
471243,12,27,14
471244,12,14,18
471245,11,30,18
471246,12,30,22
471247,12,31,13
471248,12,22,0
471249,12,25,17
471250,12,30,0
471251,12,22,15
471252,12,30,15
471253,12,18,17
471254,9,26,0
471255,10,14,15
471256,9,17,14
471257,11,24,4
471258,12,7,5
471259,7,4,22
471260,11,28,11
471261,9,9,20
471262,5,20,8
471263,8,28,99
471264,11,8,14
471265,9,26,15
471266,10,14,13
471267,12,31,23
471268,12,13,12
471269,12,29,11
471270,12,24,8
471271,11,21,1
471272,9,3,11
471273,12,2,8
471274,11,1,9
480001,1,1,1
480002,1,1,1
480003,1,1,18
480005,1,2,2
480006,1,2,2
480007,1,2,21
480008,1,1,18
480009,1,1,3
480010,1,1,20
480011,1,1,7
480012,1,4,16
480013,1,4,1
480014,1,5,14
480015,1,1,1
480016,1,5,6
480017,1,6,7
480018,1,4,10
480019,1,1,8
480020,1,4,13
480021,1,3,20
480022,1,4,8
480023,1,3,2
480024,1,2,7
480025,1,2,16
480026,1,4,21
480027,1,5,20
480028,1,1,8
480029,1,7,22
480030,1,4,3
480031,1,1,2
480032,1,4,11
480033,1,7,12
480034,1,11,2
480035,1,3,21
480036,1,2,12
480037,1,9,19
480038,1,6,18
480039,1,5,10
480040,1,8,11
480041,1,9,1
480042,1,3,13
480043,1,1,13
480044,1,1,17
480045,1,4,18
480046,1,12,0
480047,1,1,6
480048,1,1,0
480049,1,3,4
480050,1,13,5
480051,1,7,21
480052,1,11,17
480053,1,11,18
480054,1,11,22
480055,1,13,6
480056,1,6,21
480057,1,6,0
480058,1,7,8
480059,1,8,10
480060,1,8,4
480061,1,13,2
480062,1,6,1
480063,1,8,13
480064,1,7,22
480065,1,13,16
480066,1,4,6
480067,1,14,15
480068,1,8,11
480069,1,12,18
480070,1,15,23
480071,1,15,21
480072,1,7,17
480073,1,6,19
480075,1,10,2
480076,1,4,20
480077,1,15,18
480078,1,17,4
480079,1,14,18
480080,1,4,5
480081,1,14,4
480082,1,17,22
480083,1,8,18
480084,1,13,12
480085,1,16,16
480086,1,7,15
480087,1,16,3
480088,1,14,22
480089,1,6,21
480090,1,17,2
480091,1,8,11
480092,1,1,0
480093,1,9,23
480094,1,14,14
480095,1,13,18
480096,1,6,18
480097,1,17,18
480098,1,5,18
480099,1,9,17
480100,1,7,3
480101,1,13,19
480102,1,14,16
480103,1,13,18
480104,1,5,8
480105,1,9,22
480106,1,14,17
480107,1,1,1
480108,1,7,10
480109,1,12,21
480110,1,13,23
480111,1,13,13
480112,1,1,18
480113,1,14,8
480114,1,8,7
480115,1,10,13
480116,1,10,13
480117,1,15,19
480118,1,12,2
480119,1,15,17
480120,1,13,2
480121,1,16,20
480122,1,8,18
480123,1,19,22
480124,1,13,20
480125,1,6,17
480126,1,19,23
480127,1,18,20
480128,1,19,16
480129,1,15,3
480130,1,8,17
480131,1,19,8
480132,1,9,1
480133,1,19,3
480134,1,9,19
480135,1,1,5
480136,1,1,20
480137,1,18,16
480138,1,15,13
480139,1,22,2
480140,1,13,22
480141,1,12,3
480142,1,23,1
480143,1,11,8
480144,1,13,3
480145,1,12,23
480146,1,18,12
480147,1,14,17
480148,1,19,17
480149,1,12,14
480150,1,12,17
480151,1,22,0
480152,1,21,4
480153,1,13,18
480154,1,22,23
480155,1,12,12
480156,1,17,16
480157,1,17,18
480158,1,17,21
480159,1,23,3
480160,1,16,3
480161,1,8,15
480162,1,22,1
480163,1,20,15
480164,1,13,15
480165,1,14,8
480167,1,23,18
480168,1,20,7
480169,1,18,12
480170,1,24,22
480171,1,21,14
480172,1,18,8
480173,1,17,15
480174,1,10,16
480175,1,16,16
480176,1,5,17
480177,1,15,19
480178,1,21,2
480179,1,22,23
480180,1,20,11
480181,1,21,1
480182,1,25,0
480183,1,22,23
480184,1,19,16
480185,1,19,9
480186,1,21,15
480187,1,24,23
480188,1,23,0
480189,1,20,16
480190,1,22,4
480191,1,16,23
480192,1,23,1
480193,1,26,1
480194,1,12,11
480195,1,25,7
480196,1,18,3
480197,1,24,0
480198,1,22,2
480199,1,19,7
480200,1,13,19
480201,1,19,21
480202,1,23,3
480203,1,21,14
480204,1,22,20
480205,1,15,21
480206,1,22,13
480207,1,17,15
480208,1,22,5
480209,1,14,4
480211,1,16,11
480212,1,5,19
480213,1,10,6
480214,1,26,19
480215,1,23,2
480216,1,12,22
480217,1,23,20
480218,1,28,6
480219,1,10,18
480220,1,8,23
480221,1,25,5
480222,1,26,6
480223,1,29,4
480224,1,28,22
480225,1,19,1
480226,1,24,18
480227,1,22,18
480228,1,25,6
480229,1,21,9
480230,1,21,8
480231,1,28,18
480232,1,9,2
480233,1,24,13
480234,1,18,23
480235,1,27,1
480237,1,17,13
480238,1,1,7
480239,1,23,21
480240,1,30,9
480241,1,10,15
480242,1,31,1
480243,1,30,15
480244,1,27,18
480246,1,12,9
480247,1,14,17
480248,1,14,23
480249,1,28,22
480250,1,28,17
480251,1,23,2
480252,1,27,12
480253,1,16,2
480254,1,30,23
480255,1,22,22
480256,1,28,9
480257,1,21,7
480258,1,29,0
480259,1,23,7
480260,1,27,8
480261,1,29,11
480262,1,18,2
480263,1,15,1
480264,1,24,18
480265,1,10,19
480266,1,30,2
480268,1,30,5
480269,1,27,17
480270,1,30,4
480271,1,8,0
480272,1,24,4
480273,1,31,4
480274,1,29,17
480275,1,31,13
480276,1,24,18
480277,1,30,12
480278,1,23,0
480279,1,23,23
480280,1,26,15
480281,1,30,4
480282,2,1,19
480283,1,29,22
480284,2,2,21
480285,1,25,8
480286,1,3,22
480287,1,31,3
480288,1,30,8
480289,2,3,17
480290,1,12,23
480291,2,3,20
480292,1,31,13
480293,2,1,16
480294,1,31,17
480295,1,15,1
480296,1,22,2
480297,1,28,5
480298,1,28,3
480299,1,16,14
480300,1,28,4
480301,1,28,2
480302,1,23,20
480303,2,1,14
480304,2,5,1
480305,1,28,18
480306,1,15,16
480307,2,6,3
480308,1,23,4
480309,2,6,13
480310,2,1,22
480311,2,1,19
480312,1,28,18
480313,1,23,22
480314,1,30,0
480315,1,13,17
480316,1,25,17
480317,1,11,10
480318,2,5,21
480319,2,6,23
480320,1,26,9
480321,1,29,21
480322,1,27,13
480323,2,5,1
480324,2,6,3
480325,2,6,14
480326,1,23,15
480327,1,31,7
480328,1,25,15
480329,2,1,10
480331,1,27,21
480332,1,10,23
480333,2,7,7
480334,1,24,18
480335,1,29,4
480336,2,1,15
480337,2,6,3
480338,1,24,5
480339,2,5,9
480340,2,6,2
480341,2,1,17
480342,2,2,6
480343,2,4,21
480344,2,6,2
480345,2,6,18
480346,2,5,11
480347,1,19,13
480348,1,31,17
480349,2,3,14
480350,1,27,7
480351,1,27,15
480352,1,26,20
480353,1,29,16
480354,2,4,7
480355,1,25,17
480356,1,24,17
480357,2,3,18
480358,2,10,5
480359,2,10,19
480360,2,10,20
480361,2,6,10
480362,2,6,7
480363,1,31,5
480365,2,5,14
480366,2,10,5
480367,1,19,5
480368,1,23,2
480369,2,8,6
480370,1,8,23
480371,1,8,15
480372,2,6,18
480373,2,11,5
480374,2,1,16
480375,2,10,15
480376,2,9,19
480377,2,2,15
480378,2,11,0
480379,2,3,21
480380,2,1,3
480381,2,9,16
480382,2,13,22
480383,2,12,0
480384,2,1,6
480385,2,12,1
480386,2,1,21
480387,2,6,17
480388,2,7,5
480389,2,13,7
480390,2,8,12
480391,2,6,0
480392,2,11,9
480393,1,31,22
480394,2,13,1
480395,2,7,10
480396,2,9,7
480397,2,3,0
480398,2,5,11
480399,2,9,10
480400,2,13,15
480401,2,15,21
480402,1,24,21
480403,2,7,13
480405,2,15,12
480406,2,15,14
480407,2,5,20
480408,1,27,13
480409,2,12,5
480410,2,2,15
480411,2,5,0
480412,2,14,11
480413,2,8,21
480414,2,12,1
480415,2,1,21
480416,2,8,13
480417,2,5,2
480418,2,11,18
480419,2,2,3
480420,2,12,19
480421,2,11,23
480422,2,13,22
480423,2,15,6
480424,2,15,1
480425,2,8,14
480426,2,12,1
480427,2,13,1
480428,2,11,13
480429,2,10,19
480430,2,12,16
480431,1,10,8
480432,2,3,8
480433,2,10,15
480434,2,16,16
480435,2,6,18
480436,2,13,6
480437,2,3,8
480438,2,16,10
480439,2,8,16
480440,2,6,14
480441,1,24,12
480442,2,15,14
480443,2,14,9
480444,1,25,19
480445,2,17,23
480446,2,14,6
480447,1,31,6
480448,2,10,6
480449,2,13,11
480450,1,28,23
480451,2,19,0
480452,2,9,17
480453,2,18,7
480454,2,2,5
480455,2,20,3
480456,1,24,15
480457,2,15,23
480458,2,17,21
480459,2,15,23
480460,2,17,23
480461,2,20,21
480462,1,12,13
480463,2,21,4
480464,1,30,16
480465,2,18,19
480466,2,13,2
480467,2,14,15
480468,2,14,18
480469,2,19,7
480470,2,17,22
480471,2,9,13
480472,2,18,9
480473,1,28,14
480474,2,14,15
480475,2,12,15
480476,2,18,20
480477,2,16,12
480478,2,13,2
480479,2,13,10
480480,2,12,9
480481,2,19,18
480482,2,6,2
480483,1,29,19
480484,2,21,23
480485,2,21,8
480486,2,17,22
480487,2,13,16
480488,2,22,20
480489,1,31,13
480490,2,21,20
480491,2,21,5
480492,2,14,7
480493,1,29,1
480494,2,15,16
480495,2,22,4
480496,2,13,3
480497,2,6,20
480498,2,24,8
480499,2,15,20
480500,2,19,1
480501,2,18,21
480502,2,10,8
480503,2,4,13
480504,2,21,20
480505,2,18,16
480506,2,16,6
480507,2,14,0
480508,2,25,20
480509,2,20,4
480510,2,9,23
480511,2,20,20
480512,2,26,6
480513,2,18,6
480514,2,24,20
480515,2,17,7
480516,2,23,21
480517,2,5,20
480518,2,18,0
480519,2,6,2
480520,2,25,20
480521,1,23,13
480522,2,27,3
480523,2,10,17
480524,2,2,19
480525,2,14,2
480526,2,16,21
480527,2,3,11
480528,2,27,10
480529,2,14,19
480530,2,23,10
480531,2,27,5
480532,2,25,21
480533,2,24,2
480534,2,12,11
480535,2,21,21
480536,2,20,1
480537,1,28,6
480538,2,18,14
480539,1,22,23
480540,1,1,19
480541,2,19,13
480542,2,16,5
480543,1,14,11
480544,2,15,15
480545,2,19,13
